id_review,business_id,stars,review_date,text_review,positive_sentiment,neutral_sentiment,negative_sentiment,negativ_sentiment
21554,7,1,2019-02-16,"Had a terrible experience here, and thought it was just me until I started reading all of the other reviews. Both my wife and I got the two-item combos, nothing extra, all regular priced items.  Two of the four items were not available so I ordered something else while my wife decided to wait.  The wait wasn't too long but the cashier over billed us for Shrimp, and I'll have to  assume it was an accident on her part.   We didn't order shrimp! I paid by CC and handed my card back to her, asking for the proper credit; the look on her face was full of fright as she obviously didn't know how to do it.  Instead she asked if I wanted an egg roll, I said no, please just refund the overage.  She called over three other staff, and none of them could figure out how to give me a refund via credit card.  So a fourth employee came over and just told her to give me cash.  That probably would have been good enough but she didn't include the tax, so when I mentioned that to her, she rolled her eyes and two other staff smirked at me.  I then asked for a manager, and the guy told me he was in charge but he was not the manager.  He apologized and said he would talk to everyone.  When we ate our food, we noticed the music was extremely loud and the tables and floors were disgusting.  On our way home we called the toll free number.  The customer service person was very smug, and seemed to not care, but he did say he was going to notify the regional manager, Omar.  Unfortunately, Omar nor anyone from Panda for that matter, has reached out to us.  It's been almost a week now, and no call.  Bottom line, we will not be back to this store and will tell as many friends, co-workers and family as we can about this store and chain.  DON'T eat here, it only adds to the problem.  Also, see our attached pics,  they need to have a health inspection soon.   I could go on, but I think you get my point.",1,0,0,0
21555,9,4,2017-09-25,The lunch buffet isn't too bad at all.  Good selection of pizza for the price and service is good.,1,0,0,0
21556,5,4,2017-11-04,"Friendly (young chippy) staff & clean.  Both surprising! 

I ordered two hard & soft taco 12-packs for for my son's party, some chicken chips & 7 layer burritos (my college go to!)   The kids were thrilled! 

All very good and fresh. 

You can't eat junk food too much but when you do - this is a good bad-dy!",1,0,0,0
21557,8,1,2019-02-23,"Horrible service takes 20 + minutes on McDrive to get the order done and no chance to skip the line as you stuck in it! And the funniest thing was the plate which announced '100% customer satisfaction!' Are you joking, Guys???

-1000 stars",0,1,0,0
21558,2,5,2016-04-08,"This place is good. Great fast food, not greasy. I would love to have one of these in Oregon.",1,0,0,0
21559,3,1,2019-08-03,"Save your money. My family and I have been coming to this KFC for years but recently it's the worst place to visit. Always an issue when visiting from staff not knowing what's on the menu and arguing with customers, long waits, and even their system being down multiple times in drive-they but was able to ring up customers inside. There are many better options around for fried chicken around the area so don't waste your time with this place.",0,1,0,0
21560,6,3,2017-06-24,"Ordered a Lemon Egeez with my family, then we found out they brought watermelon back, so we ask them instead of a Lemon do a Watermelon Egeez. 

I got a Lemon Egeez and by the time I got from the back of the car it was to late.",0,0,0,1
21561,15,2,2016-05-04,"This restaurant is run by a group of annoyed teenagers. No smile or hello or anything. That all would be fine if things were done the right way. They don't use hair nets, In fact today's cook had a loose pony tail and her hair was all over. To top it all off, the food was way way sub-par. The ""chicken"" breast served atop a bed of salad was the fake-chopped and pressed type. 

The dining hall was a great size! Too bad there was no sign of anybody on the floor to help maintain cleanliness. Instead, you had to wipe your own table top free from crumbs, grease and trash. 

The only reason why two stars-the had one of those modern soda machines where you can digitally select what you want from a screen. 

Maybe this standard of restaurant is the norm in Tennessee? I sure hope not. If so, I'll live off of yogurt and protein bars until I go home.",1,0,0,0
21562,3,4,2016-11-19,"Went in at about 3:15 in the afternoon. The place is inviting. Clean windows, friendly staff. We decided this was the KFC for us. We had the buffet. It was very good and hot. The only drawback was we always had to wait for them to add drumsticks. Potato wedges are not included in the buffet so you have to eat mashed if you don't want to pay extra. Also the hot and spicy chicken they advertise so much is not in the buffet. All in all we were happy with our visit at this particular KFC. We visited the one on Seminole and were not impressed.",1,0,0,0
21563,8,1,2017-09-25,"One word to best describe it. Crazy! My gf and I came here 7:30am before work to grab a breakfast sandwich. Waited for a good time in the drive thru lane only to find out that NO ONE is taking order. We came up to the counter and a young lady was sipping her drink ignoring us. We parked the car to order inside and the door is still locked. The sign posted on the door saying that it is open at 6am. One of the chain employee is sitting outside while smoking by the side door, when I politely asked, ""are you open yet miss?"" She just looked at me like she is high after smoking a joint while pointing at the front door of the restaurant. I went up to the front of the restaurant only to found out that it was locked as well. Great job McDonald, I'm not lovin it.",1,0,0,0
21564,17,1,2016-11-15,"11/14/16 around 645pm, drive thru service

DRIVE THRU
Girl that took order sounded nice and read back my order, the girl in the window CANT be the same person, she was snotty and rude.

FOOD
Ordered 3 meals for the family, 2 meals were correct, 3rd meal, it was missing it's side of poppers, also ordered the French Dip.... which I get all the time.... I couldn't believe it... I opened the sandwich and it had 2 slices of beef on it, all on one side of the sandwich...I should have taken a picture but was so angry from my experience so far I just threw it away...


I will not be returning to Arby's ever again, this was horrible....  Thanks Arby's",0,1,0,0
21565,2,2,2017-06-06,"I used to love El pollo loco's food but it's the service that's lacking! The store I frequent is a training location on W McCarran and it the worst! I've had
Hairs in my salad. And not one but many and I gave them a couple more Chances but each time I was dissatisfied. Last week the girl who waited on me in drive thru had no idea what their house salsa was! I had to pull in and make my own! Then I gave them one last chance today and another girl said if I don't give you enough house salsa then pull around, come in and make your own? Humm? Kinda defeats the drive drive through? You would think that the training restaurant would be impeccable but not so much! Stay away from this one! It's not just the hair and poor service I've had way better food at the other stores.",0,1,0,0
